No_state,State,City,no_Date,Date,Deaths,Confirmed,Recovered,Active
30,VERACRUZ DE IGNACIO DE LA LLAVE,BOCA DEL RÍO,24,2020-03-15,0,1,1,0
30,VERACRUZ DE IGNACIO DE LA LLAVE,COATZACOALCOS,24,2020-03-15,0,1,1,0
31,Yucatan,MÉRIDA,24,2020-03-15,0,1,1,0
1,AGUASCALIENTES,AGUASCALIENTES,25,2020-03-16,0,2,2,0
2,BAJA CALIFORNIA,ENSENADA,25,2020-03-16,0,1,1,0
2,BAJA CALIFORNIA,MEXICALI,25,2020-03-16,0,2,2,0
2,BAJA CALIFORNIA,NO ESPECIFICADO,25,2020-03-16,0,1,1,0
2,BAJA CALIFORNIA,TIJUANA,25,2020-03-16,1,1,0,0
3,BAJA CALIFORNIA SUR,LOS CABOS,25,2020-03-16,0,3,3,0
6,CHIHUAHUA,JUÁREZ,25,2020-03-16,0,1,1,0
7,CIUDAD DE MEXICO,BENITO JUÁREZ,25,2020-03-16,2,4,2,0
7,CIUDAD DE MEXICO,COYOACÁN,25,2020-03-16,0,3,3,0
7,CIUDAD DE MEXICO,CUAJIMALPA DE MORELOS,25,2020-03-16,0,8,8,0
7,CIUDAD DE MEXICO,CUAUHTÉMOC,25,2020-03-16,0,2,2,0
7,CIUDAD DE MEXICO,GUSTAVO A. MADERO,25,2020-03-16,0,1,1,0
7,CIUDAD DE MEXICO,IZTAPALAPA,25,2020-03-16,1,2,1,0
7,CIUDAD DE MEXICO,LA MAGDALENA CONTRERAS,25,2020-03-16,1,3,2,0
7,CIUDAD DE MEXICO,MIGUEL HIDALGO,25,2020-03-16,1,13,12,0
7,CIUDAD DE MEXICO,TLALPAN,25,2020-03-16,0,2,2,0
7,CIUDAD DE MEXICO,XOCHIMILCO,25,2020-03-16,1,2,1,0
7,CIUDAD DE MEXICO,ÁLVARO OBREGÓN,25,2020-03-16,0,2,2,0
8,COAHUILA DE ZARAGOZA,MONCLOVA,25,2020-03-16,1,1,0,0
8,COAHUILA DE ZARAGOZA,TORREÓN,25,2020-03-16,0,1,1,0
11,GUANAJUATO,LEÓN,25,2020-03-16,0,8,8,0
11,GUANAJUATO,SALAMANCA,25,2020-03-16,0,2,2,0
12,GUERRERO,ACAPULCO DE JUÁREZ,25,2020-03-16,0,1,1,0
13,HIDALGO,PACHUCA DE SOTO,25,2020-03-16,1,1,0,0
14,JALISCO,CUAUTLA,25,2020-03-16,0,1,1,0
14,JALISCO,GUADALAJARA,25,2020-03-16,0,1,1,0
14,JALISCO,TOMATLÁN,25,2020-03-16,1,1,0,0
14,JALISCO,ZAPOPAN,25,2020-03-16,0,3,3,0
15,ESTADO DE MEXICO,ATIZAPÁN DE ZARAGOZA,25,2020-03-16,0,1,1,0
15,ESTADO DE MEXICO,CUAUTITLÁN IZCALLI,25,2020-03-16,0,2,2,0
15,ESTADO DE MEXICO,ECATEPEC DE MORELOS,25,2020-03-16,0,2,2,0
15,ESTADO DE MEXICO,HUIXQUILUCAN,25,2020-03-16,0,5,5,0
15,ESTADO DE MEXICO,NAUCALPAN DE JUÁREZ,25,2020-03-16,0,3,3,0
15,ESTADO DE MEXICO,NEZAHUALCÓYOTL,25,2020-03-16,0,1,1,0
15,ESTADO DE MEXICO,TECÁMAC,25,2020-03-16,0,1,1,0
15,ESTADO DE MEXICO,TEXCOCO,25,2020-03-16,0,1,1,0
15,ESTADO DE MEXICO,TLALNEPANTLA DE BAZ,25,2020-03-16,1,1,0,0
15,ESTADO DE MEXICO,TULTITLÁN,25,2020-03-16,1,1,0,0
16,MICHOACAN DE OCAMPO,MORELIA,25,2020-03-16,0,1,1,0
17,MORELOS,CUERNAVACA,25,2020-03-16,0,1,1,0
19,NUEVO LEON,SAN NICOLÁS DE LOS GARZA,25,2020-03-16,0,1,1,0
19,NUEVO LEON,SAN PEDRO GARZA GARCÍA,25,2020-03-16,0,2,2,0
20,OAXACA,SANTA MARÍA DEL TULE,25,2020-03-16,0,1,1,0
21,PUEBLA,PUEBLA,25,2020-03-16,0,6,6,0
21,PUEBLA,SAN ANDRÉS CHOLULA,25,2020-03-16,0,3,3,0
21,PUEBLA,SAN PEDRO CHOLULA,25,2020-03-16,0,2,2,0
21,PUEBLA,TEHUACÁN,25,2020-03-16,1,1,0,0
22,QUERATARO,EL MARQUÉS,25,2020-03-16,0,1,1,0
22,QUERATARO,QUERÉTARO,25,2020-03-16,0,2,2,0
23,QUINTANA ROO,BENITO JUÁREZ,25,2020-03-16,0,1,1,0
23,QUINTANA ROO,SOLIDARIDAD,25,2020-03-16,0,1,1,0
24,SAN LUIS POTOSI,SAN LUIS POTOSÍ,25,2020-03-16,0,2,2,0
25,SINALOA,AHOME,25,2020-03-16,1,1,0,0
25,SINALOA,CULIACÁN,25,2020-03-16,0,1,1,0
25,SINALOA,MAZATLÁN,25,2020-03-16,0,1,1,0
26,SONORA,GUAYMAS,25,2020-03-16,0,1,1,0
26,SONORA,HERMOSILLO,25,2020-03-16,0,1,1,0
27,TABASCO,CENTRO,25,2020-03-16,0,3,3,0
28,TAMAULIPAS,CIUDAD MADERO,25,2020-03-16,0,1,1,0
28,TAMAULIPAS,MATAMOROS,25,2020-03-16,0,1,1,0
28,TAMAULIPAS,REYNOSA,25,2020-03-16,0,1,1,0
29,TLAXCALA,TLAXCALA,25,2020-03-16,0,1,1,0
30,VERACRUZ DE IGNACIO DE LA LLAVE,BOCA DEL RÍO,25,2020-03-16,0,2,2,0
31,Yucatan,MÉRIDA,25,2020-03-16,0,2,2,0
32,ZACATECAS,GUADALUPE,25,2020-03-16,1,1,0,0
1,AGUASCALIENTES,AGUASCALIENTES,26,2020-03-17,0,2,2,0
2,BAJA CALIFORNIA,MEXICALI,26,2020-03-17,0,4,4,0
2,BAJA CALIFORNIA,TIJUANA,26,2020-03-17,1,1,0,0
3,BAJA CALIFORNIA SUR,LOS CABOS,26,2020-03-17,0,1,1,0
6,CHIHUAHUA,CHIHUAHUA,26,2020-03-17,0,1,1,0
7,CIUDAD DE MEXICO,AZCAPOTZALCO,26,2020-03-17,0,1,1,0
7,CIUDAD DE MEXICO,BENITO JUÁREZ,26,2020-03-17,0,1,1,0
7,CIUDAD DE MEXICO,COYOACÁN,26,2020-03-17,0,3,3,0
7,CIUDAD DE MEXICO,CUAJIMALPA DE MORELOS,26,2020-03-17,0,1,1,0
7,CIUDAD DE MEXICO,CUAUHTÉMOC,26,2020-03-17,0,3,3,0
7,CIUDAD DE MEXICO,GUSTAVO A. MADERO,26,2020-03-17,1,1,0,0
7,CIUDAD DE MEXICO,IZTAPALAPA,26,2020-03-17,0,1,1,0
7,CIUDAD DE MEXICO,MIGUEL HIDALGO,26,2020-03-17,0,6,6,0
7,CIUDAD DE MEXICO,TLALPAN,26,2020-03-17,0,1,1,0
7,CIUDAD DE MEXICO,ÁLVARO OBREGÓN,26,2020-03-17,2,5,3,0
8,COAHUILA DE ZARAGOZA,MONCLOVA,26,2020-03-17,1,1,0,0
8,COAHUILA DE ZARAGOZA,SALTILLO,26,2020-03-17,0,1,1,0
8,COAHUILA DE ZARAGOZA,TORREÓN,26,2020-03-17,0,1,1,0
11,GUANAJUATO,IRAPUATO,26,2020-03-17,0,2,2,0
11,GUANAJUATO,LEÓN,26,2020-03-17,0,1,1,0
11,GUANAJUATO,SAN LUIS DE LA PAZ,26,2020-03-17,0,1,1,0
12,GUERRERO,ACAPULCO DE JUÁREZ,26,2020-03-17,0,2,2,0
12,GUERRERO,CHILPANCINGO DE LOS BRAVO,26,2020-03-17,0,1,1,0
14,JALISCO,AMECA,26,2020-03-17,0,1,1,0
14,JALISCO,CUAUTLA,26,2020-03-17,0,1,1,0
14,JALISCO,GUADALAJARA,26,2020-03-17,0,2,2,0
14,JALISCO,ZAPOPAN,26,2020-03-17,1,8,7,0
15,ESTADO DE MEXICO,ATIZAPÁN DE ZARAGOZA,26,2020-03-17,0,3,3,0
15,ESTADO DE MEXICO,CUAUTITLÁN IZCALLI,26,2020-03-17,0,1,1,0
15,ESTADO DE MEXICO,ECATEPEC DE MORELOS,26,2020-03-17,0,1,1,0
15,ESTADO DE MEXICO,HUIXQUILUCAN,26,2020-03-17,0,2,2,0
15,ESTADO DE MEXICO,IXTAPALUCA,26,2020-03-17,0,1,1,0
15,ESTADO DE MEXICO,NEZAHUALCÓYOTL,26,2020-03-17,0,2,2,0
15,ESTADO DE MEXICO,TEPOTZOTLÁN,26,2020-03-17,0,1,1,0
15,ESTADO DE MEXICO,TOLUCA,26,2020-03-17,0,1,1,0
15,ESTADO DE MEXICO,TULTITLÁN,26,2020-03-17,1,1,0,0
16,MICHOACAN DE OCAMPO,LÁZARO CÁRDENAS,26,2020-03-17,1,1,0,0
16,MICHOACAN DE OCAMPO,MORELIA,26,2020-03-17,0,1,1,0
17,MORELOS,CUAUTLA,26,2020-03-17,0,1,1,0
18,NAYARIT,TEPIC,26,2020-03-17,0,1,1,0
19,NUEVO LEON,GUADALUPE,26,2020-03-17,0,2,2,0
19,NUEVO LEON,MONTERREY,26,2020-03-17,0,2,2,0
19,NUEVO LEON,SAN PEDRO GARZA GARCÍA,26,2020-03-17,0,4,4,0
21,PUEBLA,CORONANGO,26,2020-03-17,1,1,0,0
21,PUEBLA,PUEBLA,26,2020-03-17,1,3,2,0
21,PUEBLA,SAN ANDRÉS CHOLULA,26,2020-03-17,0,1,1,0
21,PUEBLA,TEZIUTLÁN,26,2020-03-17,0,1,1,0
22,QUERATARO,EL MARQUÉS,26,2020-03-17,1,1,0,0
22,QUERATARO,QUERÉTARO,26,2020-03-17,1,2,1,0
23,QUINTANA ROO,BACALAR,26,2020-03-17,0,1,1,0
23,QUINTANA ROO,BENITO JUÁREZ,26,2020-03-17,0,1,1,0
23,QUINTANA ROO,PUERTO MORELOS,26,2020-03-17,0,1,1,0
24,SAN LUIS POTOSI,SAN LUIS POTOSÍ,26,2020-03-17,0,1,1,0
25,SINALOA,CULIACÁN,26,2020-03-17,0,2,2,0
26,SONORA,CAJEME,26,2020-03-17,0,1,1,0
26,SONORA,HERMOSILLO,26,2020-03-17,0,4,4,0
27,TABASCO,CENTRO,26,2020-03-17,0,2,2,0
30,VERACRUZ DE IGNACIO DE LA LLAVE,BOCA DEL RÍO,26,2020-03-17,0,1,1,0
30,VERACRUZ DE IGNACIO DE LA LLAVE,VERACRUZ,26,2020-03-17,0,1,1,0
31,Yucatan,MÉRIDA,26,2020-03-17,0,7,7,0
32,ZACATECAS,VILLANUEVA,26,2020-03-17,0,1,1,0
1,AGUASCALIENTES,AGUASCALIENTES,27,2020-03-18,0,4,4,0
2,BAJA CALIFORNIA,MEXICALI,27,2020-03-18,0,3,3,0
2,BAJA CALIFORNIA,TIJUANA,27,2020-03-18,3,8,5,0
3,BAJA CALIFORNIA SUR,LOS CABOS,27,2020-03-18,0,1,1,0
6,CHIHUAHUA,CHIHUAHUA,27,2020-03-18,0,1,1,0
6,CHIHUAHUA,JUÁREZ,27,2020-03-18,1,1,0,0
7,CIUDAD DE MEXICO,AZCAPOTZALCO,27,2020-03-18,0,1,1,0
7,CIUDAD DE MEXICO,BENITO JUÁREZ,27,2020-03-18,0,2,2,0
7,CIUDAD DE MEXICO,CUAJIMALPA DE MORELOS,27,2020-03-18,0,3,3,0
7,CIUDAD DE MEXICO,CUAUHTÉMOC,27,2020-03-18,2,4,2,0
7,CIUDAD DE MEXICO,IZTAPALAPA,27,2020-03-18,1,4,3,0
7,CIUDAD DE MEXICO,LA MAGDALENA CONTRERAS,27,2020-03-18,0,1,1,0
7,CIUDAD DE MEXICO,MIGUEL HIDALGO,27,2020-03-18,0,6,6,0
7,CIUDAD DE MEXICO,TLALPAN,27,2020-03-18,1,3,2,0
7,CIUDAD DE MEXICO,ÁLVARO OBREGÓN,27,2020-03-18,0,1,1,0
8,COAHUILA DE ZARAGOZA,MONCLOVA,27,2020-03-18,0,1,1,0
8,COAHUILA DE ZARAGOZA,SALTILLO,27,2020-03-18,0,1,1,0
8,COAHUILA DE ZARAGOZA,TORREÓN,27,2020-03-18,0,2,2,0
10,DURANGO,DURANGO,27,2020-03-18,0,2,2,0
11,GUANAJUATO,LEÓN,27,2020-03-18,0,2,2,0
12,GUERRERO,CHILPANCINGO DE LOS BRAVO,27,2020-03-18,0,2,2,0
13,HIDALGO,ATOTONILCO DE TULA,27,2020-03-18,0,1,1,0
13,HIDALGO,HUASCA DE OCAMPO,27,2020-03-18,0,1,1,0
14,JALISCO,GUADALAJARA,27,2020-03-18,0,4,4,0
14,JALISCO,TLAJOMULCO DE ZÚÑIGA,27,2020-03-18,0,1,1,0
14,JALISCO,ZAPOPAN,27,2020-03-18,0,3,3,0
15,ESTADO DE MEXICO,ATIZAPÁN DE ZARAGOZA,27,2020-03-18,0,1,1,0
15,ESTADO DE MEXICO,CALIMAYA,27,2020-03-18,0,1,1,0
15,ESTADO DE MEXICO,HUIXQUILUCAN,27,2020-03-18,0,2,2,0
15,ESTADO DE MEXICO,IXTAPALUCA,27,2020-03-18,0,1,1,0
15,ESTADO DE MEXICO,LERMA,27,2020-03-18,0,1,1,0
15,ESTADO DE MEXICO,NAUCALPAN DE JUÁREZ,27,2020-03-18,0,1,1,0
15,ESTADO DE MEXICO,NEZAHUALCÓYOTL,27,2020-03-18,0,2,2,0
15,ESTADO DE MEXICO,TECÁMAC,27,2020-03-18,0,1,1,0
15,ESTADO DE MEXICO,TEXCOCO,27,2020-03-18,0,1,1,0
15,ESTADO DE MEXICO,TOLUCA,27,2020-03-18,0,1,1,0
16,MICHOACAN DE OCAMPO,MORELIA,27,2020-03-18,0,4,4,0
17,MORELOS,CUERNAVACA,27,2020-03-18,0,1,1,0
19,NUEVO LEON,MONTERREY,27,2020-03-18,1,4,3,0
19,NUEVO LEON,SAN PEDRO GARZA GARCÍA,27,2020-03-18,0,2,2,0
21,PUEBLA,CUAUTLANCINGO,27,2020-03-18,1,1,0,0
21,PUEBLA,PUEBLA,27,2020-03-18,0,1,1,0
21,PUEBLA,SAN ANDRÉS CHOLULA,27,2020-03-18,0,2,2,0
21,PUEBLA,SAN PEDRO CHOLULA,27,2020-03-18,0,1,1,0
21,PUEBLA,TLAPANALÁ,27,2020-03-18,0,1,1,0
22,QUERATARO,QUERÉTARO,27,2020-03-18,0,2,2,0
23,QUINTANA ROO,BENITO JUÁREZ,27,2020-03-18,1,5,4,0
23,QUINTANA ROO,SOLIDARIDAD,27,2020-03-18,0,1,1,0
23,QUINTANA ROO,TULUM,27,2020-03-18,0,1,1,0
24,SAN LUIS POTOSI,SAN LUIS POTOSÍ,27,2020-03-18,0,4,4,0
25,SINALOA,CULIACÁN,27,2020-03-18,1,1,0,0
26,SONORA,NAVOJOA,27,2020-03-18,0,1,1,0
27,TABASCO,CENTRO,27,2020-03-18,1,5,4,0
27,TABASCO,COMALCALCO,27,2020-03-18,0,1,1,0
30,VERACRUZ DE IGNACIO DE LA LLAVE,BOCA DEL RÍO,27,2020-03-18,0,1,1,0
30,VERACRUZ DE IGNACIO DE LA LLAVE,IXTACZOQUITLÁN,27,2020-03-18,0,1,1,0
30,VERACRUZ DE IGNACIO DE LA LLAVE,POZA RICA DE HIDALGO,27,2020-03-18,0,1,1,0
30,VERACRUZ DE IGNACIO DE LA LLAVE,VERACRUZ,27,2020-03-18,0,1,1,0
31,Yucatan,MÉRIDA,27,2020-03-18,0,5,5,0
32,ZACATECAS,SOMBRERETE,27,2020-03-18,0,1,1,0
1,AGUASCALIENTES,AGUASCALIENTES,28,2020-03-19,0,2,2,0
2,BAJA CALIFORNIA,ENSENADA,28,2020-03-19,0,1,1,0
2,BAJA CALIFORNIA,MEXICALI,28,2020-03-19,1,4,3,0
2,BAJA CALIFORNIA,TIJUANA,28,2020-03-19,1,5,4,0
6,CHIHUAHUA,JUÁREZ,28,2020-03-19,0,2,2,0
7,CIUDAD DE MEXICO,AZCAPOTZALCO,28,2020-03-19,0,2,2,0
7,CIUDAD DE MEXICO,BENITO JUÁREZ,28,2020-03-19,0,1,1,0
7,CIUDAD DE MEXICO,CUAJIMALPA DE MORELOS,28,2020-03-19,1,4,3,0
7,CIUDAD DE MEXICO,CUAUHTÉMOC,28,2020-03-19,1,4,3,0
7,CIUDAD DE MEXICO,GUSTAVO A. MADERO,28,2020-03-19,0,2,2,0
7,CIUDAD DE MEXICO,IZTAPALAPA,28,2020-03-19,1,2,1,0
7,CIUDAD DE MEXICO,LA MAGDALENA CONTRERAS,28,2020-03-19,0,3,3,0
7,CIUDAD DE MEXICO,MIGUEL HIDALGO,28,2020-03-19,1,4,3,0
7,CIUDAD DE MEXICO,TLALPAN,28,2020-03-19,2,6,4,0
7,CIUDAD DE MEXICO,VENUSTIANO CARRANZA,28,2020-03-19,0,1,1,0
7,CIUDAD DE MEXICO,XOCHIMILCO,28,2020-03-19,0,1,1,0
7,CIUDAD DE MEXICO,ÁLVARO OBREGÓN,28,2020-03-19,0,3,3,0
8,COAHUILA DE ZARAGOZA,MONCLOVA,28,2020-03-19,0,2,2,0
10,DURANGO,GÓMEZ PALACIO,28,2020-03-19,1,1,0,0
11,GUANAJUATO,LEÓN,28,2020-03-19,0,1,1,0
12,GUERRERO,ACAPULCO DE JUÁREZ,28,2020-03-19,0,1,1,0
12,GUERRERO,HUAMUXTITLÁN,28,2020-03-19,1,1,0,0
13,HIDALGO,TIZAYUCA,28,2020-03-19,0,1,1,0
13,HIDALGO,TULANCINGO DE BRAVO,28,2020-03-19,0,1,1,0
15,ESTADO DE MEXICO,ATIZAPÁN,28,2020-03-19,1,1,0,0
15,ESTADO DE MEXICO,ATIZAPÁN DE ZARAGOZA,28,2020-03-19,1,1,0,0
15,ESTADO DE MEXICO,CHIMALHUACÁN,28,2020-03-19,0,1,1,0
15,ESTADO DE MEXICO,HUIXQUILUCAN,28,2020-03-19,0,1,1,0
15,ESTADO DE MEXICO,NAUCALPAN DE JUÁREZ,28,2020-03-19,0,4,4,0
15,ESTADO DE MEXICO,NICOLÁS ROMERO,28,2020-03-19,0,1,1,0
15,ESTADO DE MEXICO,TIANGUISTENCO,28,2020-03-19,0,1,1,0
15,ESTADO DE MEXICO,TOLUCA,28,2020-03-19,0,1,1,0
17,MORELOS,TETECALA,28,2020-03-19,0,1,1,0
18,NAYARIT,TEPIC,28,2020-03-19,0,1,1,0
19,NUEVO LEON,GUADALUPE,28,2020-03-19,0,1,1,0
19,NUEVO LEON,MONTERREY,28,2020-03-19,0,2,2,0
19,NUEVO LEON,SAN PEDRO GARZA GARCÍA,28,2020-03-19,0,2,2,0
20,OAXACA,OAXACA DE JUÁREZ,28,2020-03-19,0,2,2,0
21,PUEBLA,CHALCHICOMULA DE SESMA,28,2020-03-19,0,1,1,0
21,PUEBLA,PUEBLA,28,2020-03-19,0,2,2,0
23,QUINTANA ROO,BENITO JUÁREZ,28,2020-03-19,0,3,3,0
23,QUINTANA ROO,SOLIDARIDAD,28,2020-03-19,0,2,2,0
24,SAN LUIS POTOSI,SAN LUIS POTOSÍ,28,2020-03-19,0,2,2,0
25,SINALOA,CULIACÁN,28,2020-03-19,0,1,1,0
25,SINALOA,GUASAVE,28,2020-03-19,1,1,0,0
25,SINALOA,MAZATLÁN,28,2020-03-19,0,1,1,0
25,SINALOA,SALVADOR ALVARADO,28,2020-03-19,0,1,1,0
26,SONORA,HERMOSILLO,28,2020-03-19,0,2,2,0
27,TABASCO,CENTRO,28,2020-03-19,2,5,3,0
27,TABASCO,COMALCALCO,28,2020-03-19,0,1,1,0
27,TABASCO,NACAJUCA,28,2020-03-19,0,2,2,0
30,VERACRUZ DE IGNACIO DE LA LLAVE,BOCA DEL RÍO,28,2020-03-19,0,1,1,0
30,VERACRUZ DE IGNACIO DE LA LLAVE,POZA RICA DE HIDALGO,28,2020-03-19,0,1,1,0
31,Yucatan,MÉRIDA,28,2020-03-19,0,9,9,0
32,ZACATECAS,GUADALUPE,28,2020-03-19,0,2,2,0
32,ZACATECAS,JEREZ,28,2020-03-19,1,1,0,0
1,AGUASCALIENTES,AGUASCALIENTES,29,2020-03-20,0,3,3,0
2,BAJA CALIFORNIA,MEXICALI,29,2020-03-20,1,8,7,0
2,BAJA CALIFORNIA,TIJUANA,29,2020-03-20,2,7,5,0
3,BAJA CALIFORNIA SUR,LOS CABOS,29,2020-03-20,0,1,1,0
4,CAMPECHE,CARMEN,29,2020-03-20,0,1,1,0
5,CHIAPAS,SAN CRISTÓBAL DE LAS CASAS,29,2020-03-20,0,1,1,0
5,CHIAPAS,TAPACHULA,29,2020-03-20,0,1,1,0
6,CHIHUAHUA,CUAUHTÉMOC,29,2020-03-20,0,1,1,0
6,CHIHUAHUA,JUÁREZ,29,2020-03-20,0,2,2,0
7,CIUDAD DE MEXICO,AZCAPOTZALCO,29,2020-03-20,0,2,2,0
7,CIUDAD DE MEXICO,BENITO JUÁREZ,29,2020-03-20,0,2,2,0
7,CIUDAD DE MEXICO,COYOACÁN,29,2020-03-20,0,1,1,0
7,CIUDAD DE MEXICO,CUAJIMALPA DE MORELOS,29,2020-03-20,1,3,2,0
7,CIUDAD DE MEXICO,CUAUHTÉMOC,29,2020-03-20,0,2,2,0
7,CIUDAD DE MEXICO,GUSTAVO A. MADERO,29,2020-03-20,2,10,8,0
7,CIUDAD DE MEXICO,IZTACALCO,29,2020-03-20,2,2,0,0
7,CIUDAD DE MEXICO,IZTAPALAPA,29,2020-03-20,4,10,6,0
7,CIUDAD DE MEXICO,LA MAGDALENA CONTRERAS,29,2020-03-20,1,2,1,0
7,CIUDAD DE MEXICO,MIGUEL HIDALGO,29,2020-03-20,0,4,4,0
7,CIUDAD DE MEXICO,TLALPAN,29,2020-03-20,1,2,1,0
7,CIUDAD DE MEXICO,VENUSTIANO CARRANZA,29,2020-03-20,0,1,1,0
7,CIUDAD DE MEXICO,XOCHIMILCO,29,2020-03-20,2,4,2,0
7,CIUDAD DE MEXICO,ÁLVARO OBREGÓN,29,2020-03-20,2,8,6,0
8,COAHUILA DE ZARAGOZA,FRONTERA,29,2020-03-20,0,1,1,0
8,COAHUILA DE ZARAGOZA,MONCLOVA,29,2020-03-20,0,1,1,0
8,COAHUILA DE ZARAGOZA,SALTILLO,29,2020-03-20,0,3,3,0
11,GUANAJUATO,CELAYA,29,2020-03-20,0,1,1,0
11,GUANAJUATO,IRAPUATO,29,2020-03-20,0,1,1,0
11,GUANAJUATO,LEÓN,29,2020-03-20,0,4,4,0
11,GUANAJUATO,SILAO DE LA VICTORIA,29,2020-03-20,0,1,1,0
12,GUERRERO,ACAPULCO DE JUÁREZ,29,2020-03-20,0,2,2,0
12,GUERRERO,TIXTLA DE GUERRERO,29,2020-03-20,0,1,1,0
13,HIDALGO,HUEJUTLA DE REYES,29,2020-03-20,0,1,1,0
13,HIDALGO,PACHUCA DE SOTO,29,2020-03-20,0,2,2,0
14,JALISCO,GUADALAJARA,29,2020-03-20,1,3,2,0
14,JALISCO,PUERTO VALLARTA,29,2020-03-20,0,1,1,0
14,JALISCO,ZAPOPAN,29,2020-03-20,0,4,4,0
15,ESTADO DE MEXICO,ATIZAPÁN DE ZARAGOZA,29,2020-03-20,0,1,1,0
15,ESTADO DE MEXICO,CHIMALHUACÁN,29,2020-03-20,0,1,1,0
15,ESTADO DE MEXICO,COACALCO DE BERRIOZÁBAL,29,2020-03-20,0,1,1,0
15,ESTADO DE MEXICO,CUAUTITLÁN IZCALLI,29,2020-03-20,0,1,1,0
15,ESTADO DE MEXICO,ECATEPEC DE MORELOS,29,2020-03-20,2,2,0,0
15,ESTADO DE MEXICO,HUIXQUILUCAN,29,2020-03-20,0,5,5,0
15,ESTADO DE MEXICO,METEPEC,29,2020-03-20,0,2,2,0
15,ESTADO DE MEXICO,NEZAHUALCÓYOTL,29,2020-03-20,0,2,2,0
15,ESTADO DE MEXICO,NICOLÁS ROMERO,29,2020-03-20,0,1,1,0
15,ESTADO DE MEXICO,TEXCOCO,29,2020-03-20,0,1,1,0
15,ESTADO DE MEXICO,TOLUCA,29,2020-03-20,0,2,2,0
15,ESTADO DE MEXICO,TULTEPEC,29,2020-03-20,1,1,0,0
15,ESTADO DE MEXICO,TULTITLÁN,29,2020-03-20,0,1,1,0
16,MICHOACAN DE OCAMPO,URUAPAN,29,2020-03-20,0,1,1,0
17,MORELOS,CUERNAVACA,29,2020-03-20,0,1,1,0
19,NUEVO LEON,GUADALUPE,29,2020-03-20,0,1,1,0
19,NUEVO LEON,MONTERREY,29,2020-03-20,0,3,3,0
19,NUEVO LEON,SAN PEDRO GARZA GARCÍA,29,2020-03-20,0,1,1,0
20,OAXACA,OAXACA DE JUÁREZ,29,2020-03-20,0,2,2,0
20,OAXACA,SANTA LUCÍA DEL CAMINO,29,2020-03-20,0,1,1,0
21,PUEBLA,ATLIXCO,29,2020-03-20,1,1,0,0
21,PUEBLA,IZÚCAR DE MATAMOROS,29,2020-03-20,0,1,1,0
21,PUEBLA,PUEBLA,29,2020-03-20,1,8,7,0
22,QUERATARO,QUERÉTARO,29,2020-03-20,0,3,3,0
23,QUINTANA ROO,BENITO JUÁREZ,29,2020-03-20,0,5,5,0
23,QUINTANA ROO,COZUMEL,29,2020-03-20,0,1,1,0
23,QUINTANA ROO,SOLIDARIDAD,29,2020-03-20,0,2,2,0
24,SAN LUIS POTOSI,SAN LUIS POTOSÍ,29,2020-03-20,1,1,0,0
25,SINALOA,CULIACÁN,29,2020-03-20,0,5,5,0
25,SINALOA,EL FUERTE,29,2020-03-20,0,1,1,0
26,SONORA,CAJEME,29,2020-03-20,0,1,1,0
26,SONORA,SAN LUIS RÍO COLORADO,29,2020-03-20,1,1,0,0
27,TABASCO,CENTRO,29,2020-03-20,1,5,4,0
28,TAMAULIPAS,CIUDAD MADERO,29,2020-03-20,0,1,1,0
28,TAMAULIPAS,EL MANTE,29,2020-03-20,0,1,1,0
28,TAMAULIPAS,MATAMOROS,29,2020-03-20,0,1,1,0
30,VERACRUZ DE IGNACIO DE LA LLAVE,CÓRDOBA,29,2020-03-20,0,1,1,0
30,VERACRUZ DE IGNACIO DE LA LLAVE,FORTÍN,29,2020-03-20,0,1,1,0
30,VERACRUZ DE IGNACIO DE LA LLAVE,TLACOTALPAN,29,2020-03-20,1,1,0,0
30,VERACRUZ DE IGNACIO DE LA LLAVE,VERACRUZ,29,2020-03-20,0,2,2,0
30,VERACRUZ DE IGNACIO DE LA LLAVE,XALAPA,29,2020-03-20,0,2,2,0
31,Yucatan,MÉRIDA,29,2020-03-20,0,2,2,0
31,Yucatan,UMÁN,29,2020-03-20,1,1,0,0
2,BAJA CALIFORNIA,MEXICALI,30,2020-03-21,0,2,2,0
2,BAJA CALIFORNIA,TIJUANA,30,2020-03-21,0,4,4,0
3,BAJA CALIFORNIA SUR,LOS CABOS,30,2020-03-21,0,4,4,0
5,CHIAPAS,TAPACHULA,30,2020-03-21,1,1,0,0
5,CHIAPAS,TUXTLA GUTIÉRREZ,30,2020-03-21,0,1,1,0
6,CHIHUAHUA,CHIHUAHUA,30,2020-03-21,0,1,1,0
6,CHIHUAHUA,JUÁREZ,30,2020-03-21,1,1,0,0
7,CIUDAD DE MEXICO,AZCAPOTZALCO,30,2020-03-21,0,1,1,0
7,CIUDAD DE MEXICO,BENITO JUÁREZ,30,2020-03-21,0,1,1,0
7,CIUDAD DE MEXICO,COYOACÁN,30,2020-03-21,0,2,2,0
7,CIUDAD DE MEXICO,CUAJIMALPA DE MORELOS,30,2020-03-21,0,2,2,0
7,CIUDAD DE MEXICO,CUAUHTÉMOC,30,2020-03-21,1,4,3,0
7,CIUDAD DE MEXICO,GUSTAVO A. MADERO,30,2020-03-21,0,1,1,0
7,CIUDAD DE MEXICO,LA MAGDALENA CONTRERAS,30,2020-03-21,0,2,2,0
